full_name,body_anonymized,is_resolvable,Yes Count,Total Count,Resolvable %,,Structured Resolvable,Unstructured
valora-inc/wallet,"
<!-- 👋 Use the template below to create a new epic or issue. -->

### Description
<!-- A brief description -->

### User Stories
<!-- Use for epics. Please use the following template: “As a [persona], I [want to], [so that].” -->

### Acceptance Criteria
<!-- Use for issues. Acceptance criteria (AC) are the conditions that must meet to be accepted. Each acceptance criterion must be independently testable. AC can either be rule-oriented or scenario-oriented. Rule-oriented AC consists of a list of rules that describe the desired behavior. Scenario-oriented clarifies each criterion either with a Given/When/Then (GWT) sequence or Behavioral Driven Development (BDD) sequence Scenario/Given/When/Then/(AND...). -->
",Yes,,,,,,
range-of-motion/budget,"
**Expected behavior**

What should happen?

**Current behavior**

What's happening right now when trying to perform your desired action?

**Steps to reproduce**

1. Go to ABC
2. Click on XYZ
3. Explosions and thunderstorms appear

*If applicable, screenshots can be added here*
",Yes,,,,,,
beautify-web/js-beautify,"
# Description
<!--
This is the default template for feature requests.
NOTE:
* Do not include screenshots! This library is a text processor, we need text inputs and outputs for debugging and fixing issues.
* Check the list of open issues before filing a new issue.
-->

# Input
With this new feature, when I give like this input:
```
<|Code|>
```

# Expected Output
I'd like to see this output:
```
<|Code|>
```

## Environment
OS:
",No,,,,,,
microsoft/vscode,"
<!-- ⚠️⚠️ Do Not Delete This! feature_request_template ⚠️⚠️ -->
<!-- Please read our Rules of Conduct: <|URL|> -->
<!-- Please search existing issues to avoid creating duplicates. -->

<!-- Describe the feature you'd like. -->
",No,,,,,,
enmasseproject/enmasse,"
**Description**

<!--
REMINDER:
* Add milestone
* Add component labels to identify relevant component(s)
* Add size labels using t-shirt sizes (i.e. size/small, size/medium, size/large) to aid planning
-->

High level description of the task.

**Design**

If applicable, links to design docs.

**Tasklist**

Enumerate the sub-tasks required to complete the task:

* [ ] Subtask 1
* [ ] Subtask 2
",Yes,,,,,,
ricksouth/serilum-mc-mods,"
## **Information**
Minecraft version: xx.xx.xx
Modloader: Forge / Fabric
Forge version: xx.xx.xx  OR  Fabric loader version: x.xx.x
Environment: Singleplayer / Multiplayer

First mod name: Mod
First mod version: x.x

Second mod name: Mod
Second mod version: x.x


## **Description**
Hey! This happened.


## **Crash report**
If available.
",Yes,,,,,,
neuralmagic/sparseml,"
**Describe the bug**
A clear and concise description of what the bug is.

**Expected behavior**
A clear and concise description of what you expected to happen.

**Environment**
Include all relevant environment information:
1. OS [e.g. Ubuntu 18.04]:
2. Python version [e.g. 3.7]:
3. <|Repo_Name|> version or commit hash [e.g. 0.1.0, `f7245c8`]:
4. ML framework version(s) [e.g. torch 1.7.1]:
5. Other Python package versions [e.g. SparseZoo, DeepSparse, numpy, ONNX]:
6. Other relevant environment information [e.g. hardware, CUDA version]:

**To Reproduce**
Exact steps to reproduce the behavior:


**Errors**
If applicable, add a full print-out of any errors or exceptions that are raised or include screenshots to help explain your problem.

**Additional context**
Add any other context about the problem here. Also include any relevant files.
",No,,,,,,
nschloe/meshio,"
**Describe the bug**
A clear and concise description of what the bug is.

**To Reproduce**
A minimal code example that reproduces the problem would be a big help if you can provide it. Attach a small mesh file if necessary.

**Diagnose**
I may ask you to cut and paste the output of the following command.
```
<|Code|>
```

**Did I help?**

If I was able to resolve your problem, consider [sponsoring](<|URL|>) my work on <|Repo_Name|>, or [buy me a coffee](<|URL|>) to say thanks.
",Yes,,,,,,
kkevsekk1/autox,"
1. <|Repo_Name|>.js 版本：629
2. <|Repo_Name|>.js 下载渠道：https://github.com/kkevsekk1/<|Repo_Name|>/releases
3. Android 版本：Android 10
4. Android 机型：小米10
5. Android 系统类别：MIUI
6. VSCODE <|Repo_Name|>.js 扩展版本（可选，如果是连接电脑的问题需要填）：
7. 问题描述：
8. 报错日志（可选）：
9. 屏幕截图（可选）：
",No,,,,,,
datadog/datadogpy,"
**Describe the bug**
A clear and concise description of what the bug is.

Label the issue properly.
- Add `severity/` label.
- Add `documentation` label if this issue is related to documentation changes.

**To Reproduce**
Steps to reproduce the behavior:
1. Go to '...'
2. Click on '....'
3. Scroll down to '....'
4. See error

**Expected behavior**
A clear and concise description of what you expected to happen.

**Screenshots**
If applicable, add screenshots to help explain your problem.

**Environment and Versions (please complete the following information):**
A clear and precise description of your setup:
- version for this project in use.
- services, libraries, languages and tools list and versions.

**Additional context**
Add any other context about the problem here.
",No,,,,,,
polidea/rxbluetoothkit,"
**Describe the bug**
A clear and concise description of what the bug is.

**To Reproduce**
Steps to reproduce the behavior:
1. Go to '...'
2. Click on '....'
3. Scroll down to '....'
4. See error

**Expected behavior**
A clear and concise description of what you expected to happen.

**Environment:**
- Device: [e.g. iPhone6, Macbook Pro 2018]
- OS: [e.g. iOS8.1, macOS 10.11]
- Library version [e.g. 5.1.2]
- Swift version [e.g. 4.1]
",Yes,,,,,,
snowplow/snowplow-java-tracker,"
**Is your feature request related to a problem? Please describe.**
A clear and concise description of what the problem is. Ex. I'm always frustrated when [...]

**Describe the solution you'd like**
A clear and concise description of what you want to happen.

**Describe alternatives you've considered**
A clear and concise description of any alternative solutions or features you've considered.

**Additional context**
Add any other context or screenshots about the feature request here.
",No,,,,,,
celery/celery,"
<!--
Please fill this template entirely and do not erase parts of it.
We reserve the right to close without a response
feature requests which are incomplete.
-->
# Checklist
<!--
To check an item on the list replace [ ] with [x].
-->

- [ ] I have checked the [issues list](<|URL|>)
for similar or identical feature requests.
- [ ] I have checked the [pull requests list](<|URL|>)
for existing proposed implementations of this feature.
- [ ] I have checked the [commit log](<|URL|>)
to find out if the same feature was already implemented in the
main branch.
- [ ] I have included all related issues and possible duplicate issues
in this issue (If there are none, check this box anyway).

## Related Issues and Possible Duplicates
<!--
Please make sure to search and mention any related issues
or possible duplicates to this issue as requested by the checklist above.

This may or may not include issues in other repositories that the <|Repo_Name|> project
maintains or other repositories that are dependencies of <|Repo_Name|>.

If you don't know how to mention issues, please refer to Github's documentation
on the subject: <|URL|>
-->

#### Related Issues

- None

#### Possible Duplicates

- None

# Brief Summary
<!--
Please include a brief summary of what the feature does
and why it is needed.
-->

# Design

## Architectural Considerations
<!--
If more components other than <|Repo_Name|> are involved,
describe them here and the effect it would have on <|Repo_Name|>.
-->
None

## Proposed Behavior
<!--
Please describe in detail how this feature is going to behave.
Describe what happens in case of failures as well if applicable.
-->

## Proposed UI/UX
<!--
Please provide your ideas for the API, CLI options,
configuration key names etc. that will be introduced for this feature.
-->

## Diagrams
<!--
Please include any diagrams that might be relevant
to the implementation of this feature such as:
* Class Diagrams
* Sequence Diagrams
* Activity Diagrams
You can drag and drop images into the text box to attach them to this issue.
-->
N/A

## Alternatives
<!--
If you have considered any alternative implementations
describe them in detail below.
-->
None
",Yes,,,,,,
